"subject","subject_id","paper_code","phase","question_number","display_order","source_question_ref","topic","microtopic","microtopic_slug","question_id","stem_excerpt"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2021","1","196","36","ARD-2021-Q196","Soil Science, Water and Agro-meteorology","Climate change and emission reports","ard-climate-change-and-emission-reports-e3123cf2","85ea4765-4ffd-4dfe-bb10-00a7f070360b","Q.196)According to UNEP report, largest emitter of GHGs in 2019-20 in world is"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2021","1","197","37","ARD-2021-Q197","Horticulture and Plantation Crops","Floriculture and flower export","ard-floriculture-and-flower-export-0064cb7d","3c5441c6-ea3b-46c4-a719-fe07f71a9cad","Q.197)According to APEDA, to which country, maximum flower is exported from India in terms of highest value?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2021","1","198","38","ARD-2021-Q198","Agronomy and Crop Production","Seed production, classes and certification","ard-seed-production-classes-and-certification-3edec708","c1033ba4-7102-467d-aa43-b58755117519","Q.198)………………government decides to produce its own seeds under brand name Sah-Beej."
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2021","1","199","39","ARD-2021-Q199","Agricultural Economics, Credit and Marketing","Value-chain and price stabilisation initiatives","ard-value-chain-and-price-stabilisation-initiatives-038079c6","f5fa251b-7dee-4eea-a75e-7de383b59006","Q.199)…………………launched Operation Greens scheme in November, 2018 for integrated development of Tomato, Onion and Potato ("
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2021","1","200","40","ARD-2021-Q200","Agronomy and Crop Production","Crop residue and by-products","ard-crop-residue-and-by-products-e8e6ca95","f06dae4a-15a5-4edf-a59e-8604a62fe495","Q.200)Highest residue after the harvesting is generated by which of the following crops?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","161","1","ARD-2022-Q161","Horticulture and Plantation Crops","Scientific names of horticultural crops","ard-scientific-names-of-horticultural-crops-9e83e592","394bbcda-4887-4195-8292-3d355768982f","Q.161) Scientific name of Apple"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","162","2","ARD-2022-Q162","Animal Husbandry, Dairy and Poultry","Livestock terminology and management practices","ard-livestock-terminology-and-management-practices-8ac22bac","d7b2f042-933c-409f-bb55-dced85325ee3","Q.162) Young female of buffalo is called"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","163","3","ARD-2022-Q163","Rural Development, Schemes and Institutions","Direct income support to farmers","ard-direct-income-support-to-farmers-d6af2ca5","86d7e7c2-94b4-4007-958c-59f0ac01460c","Q.163) A scheme in which the Center transfers an amount of Rs 6,000 per year, in three equal installments, directly into"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","164","4","ARD-2022-Q164","Animal Husbandry, Dairy and Poultry","Livestock reproduction and gestation","ard-livestock-reproduction-and-gestation-af5125a2","dd05980e-640b-42b0-b503-bd2f3eb7eb26","Q.164) Separation of graafian follicle from the egg"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","165","5","ARD-2022-Q165","Rural Development, Schemes and Institutions","Rural employment and training programmes","ard-rural-employment-and-training-programmes-45432315","ee21319f-c8ef-4b5e-918d-47bed093c964","Q.165) TRYSEM is related to which of the following 344 | P a g e"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","166","6","ARD-2022-Q166","Agricultural Engineering, Mechanisation and Extension","Scope and definition of agronomy","ard-scope-and-definition-of-agronomy-fd1e1c14","715624db-4b03-4fef-9689-d1d6941b7f3e","Q.166) The scientific study of soil management and crop production, including irrigation and the use of herbicides, pest"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","167","7","ARD-2022-Q167","Horticulture and Plantation Crops","Branches of horticulture","ard-branches-of-horticulture-f05380c6","d349895d-08b4-46b1-8266-43873e45bf70","Q.167) The branch of ornamental horticulture concerned with growing and marketing flowers and foliage plants as well as "
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","168","8","ARD-2022-Q168","Horticulture and Plantation Crops","Plant propagation methods","ard-plant-propagation-methods-51e57982","41194aee-522d-430d-98d7-c60c15ea239e","Q.168) Grape is vegetatively propagated through which of the following methods -"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","169","9","ARD-2022-Q169","Animal Husbandry, Dairy and Poultry","Dairy physiology and milk production","ard-dairy-physiology-and-milk-production-67b5201e","f23a3ffc-96ef-4a5e-abbd-6075607b0cd0","Q.169) Process of formation of mammary glands in cow is called"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","170","10","ARD-2022-Q170","Fisheries and Aquaculture","Fisheries institutions and marine exports","ard-fisheries-institutions-and-marine-exports-48791a80","d5def613-34fe-4f2c-a7a6-6725653f2aea","Q.170)The nodal agency for the holistic development of seafood industry, including export of marine products in India is"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","171","11","ARD-2022-Q171","Fisheries and Aquaculture","Fish species, breeds and migration","ard-fish-species-breeds-and-migration-d80fedd9","291478d9-5b5e-421b-abe5-f3b83ad640ed","Q.171) An exotic fish which adapted to Indian conditions"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","172","12","ARD-2022-Q172","Forestry and Agroforestry","Agroforestry systems","ard-agroforestry-systems-ef1aa2d0","afb5f01e-f08c-4339-8322-c4a54a014df9","Q.172) Which of the following agroforestry system is a combination of Agri-silviculture and Silvi- pasture where the lan"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","173","13","ARD-2022-Q173","Soil Science, Water and Agro-meteorology","Soil physical properties and soil moisture","ard-soil-physical-properties-and-soil-moisture-6599130c","8e1a07d7-68cc-4973-912a-351dea0824c5","Q.173) A condition in which micro pores of soil are filled with water due to rain or irrigation, it is called"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","174","14","ARD-2022-Q174","Plant Protection and Crop Health","Crop diseases and their causal agents","ard-crop-diseases-and-their-causal-agents-b59ad874","cc506f6b-594c-4966-8db9-cae35045181a","Q.174) A disease of citrus plants in which cracks develop in the bark and sap oozes out. Profuse gumming on the surface "
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","175","15","ARD-2022-Q175","Animal Husbandry, Dairy and Poultry","Livestock sector contribution and statistics","ard-livestock-sector-contribution-and-statistics-e5b03188","e5396cec-f01f-443a-89b5-26def471e648","Q.175) GVA of livestock has been increased from 24.32% in 2014-15 to ……………in 2018-19"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","176","16","ARD-2022-Q176","Soil Science, Water and Agro-meteorology","Irrigation methods","ard-irrigation-methods-d3bd948d","14c9864c-6222-44dc-b774-b145e571cbb9","Q.176) ___ is an irrigation method which resembles natural rainfall. It reduces labor cost and land used in bunding and "
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","177","17","ARD-2022-Q177","Animal Husbandry, Dairy and Poultry","Poultry production and management","ard-poultry-production-and-management-23203b34","ae9fb055-ac24-4dfb-900a-102cd9618289","Q.177) Incubation period of broiler ………….? 347 | P a g e"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","178","18","ARD-2022-Q178","Soil Science, Water and Agro-meteorology","Soil physical properties and soil moisture","ard-soil-physical-properties-and-soil-moisture-6599130c","d8785aed-4daa-4e59-bc7e-997d7f515408","Q.178) The light soil which need frequent irrigation and have low water retention capacity are"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","179","19","ARD-2022-Q179","Plant Protection and Crop Health","Crop diseases and their causal agents","ard-crop-diseases-and-their-causal-agents-b59ad874","18469bbc-f456-416f-bf5c-4241717e460a","Q.179) Bunchy top of banana, caused due to virus, is transmitted by"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","180","20","ARD-2022-Q180","Animal Husbandry, Dairy and Poultry","Poultry production and management","ard-poultry-production-and-management-23203b34","a38c8c87-0873-4171-8e81-a9ebdfe80fef","Q.180) A chicken that is raised specially for meat production?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","181","21","ARD-2022-Q181","Animal Husbandry, Dairy and Poultry","Animal breeding methods","ard-animal-breeding-methods-4fd2ac1c","e316957b-bb50-485c-bd48-dd88d04941a5","Q.181) A crossing of two or more breeds and alternately mating the hybrid females over several generations with males of"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","182","22","ARD-2022-Q182","Animal Husbandry, Dairy and Poultry","Animal breeding methods","ard-animal-breeding-methods-4fd2ac1c","9a7e4b71-0513-4606-97b0-363ac9ed42c1","Q.182) Inter breeding of individuals of same breed which do not have common ancestors for 4 to 5 generations?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","183","23","ARD-2022-Q183","Soil Science, Water and Agro-meteorology","Soil conservation and erosion control","ard-soil-conservation-and-erosion-control-b50e6128","43f8fa28-c9fd-4e1f-a78f-f65a46df8403","Q.183)The method of farming which involves cultivating a field partitioned into long, narrow strips which are alternated"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","184","24","ARD-2022-Q184","Agronomy and Crop Production","Cropping systems and cropping patterns","ard-cropping-systems-and-cropping-patterns-97da95cc","26fc8610-c2c5-4b21-a724-c0dde2e2f5f0","Q.184) ___ refers to the intensification of cropping in sequence on the same field per year the succeeding crop is plant"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","185","25","ARD-2022-Q185","Agricultural Engineering, Mechanisation and Extension","Extension teaching methods","ard-extension-teaching-methods-d65b9d96","16c46e8d-4b8b-4ffc-81b6-7aad0de75701","Q.185) Which method of extension is used for teaching a group of people new techniques and practices like preparing nurs"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","186","26","ARD-2022-Q186","Fisheries and Aquaculture","Fisheries schemes and sector development","ard-fisheries-schemes-and-sector-development-9a439d6d","587377a8-9b63-4b4b-af89-ea69d258e9da","Q.186) A flagship scheme of government which focuses on harnessing fisheries sector potential and aims to double the fis"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","187","27","ARD-2022-Q187","Horticulture and Plantation Crops","Plant propagation methods","ard-plant-propagation-methods-51e57982","4ad1e8ee-9f34-4cdf-8ef7-457d16c437b5","Q.187) A lateral branch arising from the base of main stem and which is used for propagation of some fruit plants is"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","188","28","ARD-2022-Q188","Agronomy and Crop Production","Plant morphology and reproduction","ard-plant-morphology-and-reproduction-11c20a19","97bb79af-9280-4d04-bb89-0c8d9798449d","Q.188) The transfer of pollens from the stamen to the stigma of the same flower or the stigma of another flower on same "
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","189","29","ARD-2022-Q189","Agricultural Economics, Credit and Marketing","Minimum Support Price and procurement","ard-minimum-support-price-and-procurement-08bf1b90","961740cd-268f-412e-ae06-3bfbb174ca17","Q.189) Government of India announce MSP on the recommendation of"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","190","30","ARD-2022-Q190","Agricultural Economics, Credit and Marketing","Minimum Support Price and procurement","ard-minimum-support-price-and-procurement-08bf1b90","20a1d78d-0f13-4eb3-9bcd-c289c573d348","Q.190) MSP of Tur (Arhar) for the Kharif marketing season 2022-23 is Rs. ___"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","191","31","ARD-2022-Q191","Agricultural Engineering, Mechanisation and Extension","Agricultural research and extension system","ard-agricultural-research-and-extension-system-ef3db2e9","326d74f7-e6ae-4688-8ae5-7bc2e53015aa","Q.191) Which of the following forms a part of National Agricultural Research System (NARS), aimed at assessment of locat"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","192","32","ARD-2022-Q192","Rural Development, Schemes and Institutions","Rural housing (PMAY-G)","ard-rural-housing-pmay-g-d529747c","2dfd3007-7bde-48ae-bf30-104ec7190fc0","Q.192) Under PMAY- G, the size of a unit house, which includes a hygienic place for cooking is __"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","193","33","ARD-2022-Q193","Agronomy and Crop Production","Seed production, classes and certification","ard-seed-production-classes-and-certification-3edec708","aff397f7-3664-44fc-9906-25272ca3b798","Q.193) A pure seed of improved variety which is produced under the supervision of plant Breeder. It is used for the prod"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","194","34","ARD-2022-Q194","Agricultural Engineering, Mechanisation and Extension","Precision agriculture and digital tools","ard-precision-agriculture-and-digital-tools-67493941","8e5d8e77-168c-4cce-8156-1f3f827ec8b3","Q.194) A farming technique in which we make use of high technology sensor and analysis tools to identify, analyse and ma"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","195","35","ARD-2022-Q195","Soil Science, Water and Agro-meteorology","Irrigation engineering and lift irrigation","ard-irrigation-engineering-and-lift-irrigation-c3515ee1","57eca2a4-db8e-4ace-a888-77fc6d51dc82","Q.195) In Lift Irrigation Project, the total head is ___"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P1-ARD-2022-EVENING","1","196","36","ARD-2022-Q196","Agronomy and Crop Production","Crop production statistics and leading states","ard-crop-production-statistics-and-leading-states-76bd8597","d5e46adb-0b55-48f6-891b-5b59be02e87d","Q.196) According to 3rd Advance estimate of foodgrain production 2021-22, the total food grain production has been estim"
